Temp,Humidity,Cloud Cover,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,avgjune,sub,flood
24.7,74.2,5.0,1216.7,22.2,49.0,1045.6,99.9,249.5,Coastal Karnataka,0
24.2,58.0,5.9,857.4,31.6,75.1,645.3,105.4,163.5,Coastal Andhra Pradesh,0
25.3,68.9,2.3,1219.0,55.7,75.6,991.7,96.0,271.9,Coastal Karnataka,1
23.7,48.7,6.2,813.1,32.4,100.1,680.6,0.0,154.7,Assam & Meghalaya,0
27.4,69.0,0.0,770.9,37.4,57.5,630.7,45.3,177.7,Coastal Karnataka,0
32.7,60.0,3.7,869.2,12.4,69.2,708.8,78.8,161.6,Assam & Meghalaya,0
28.1,81.0,4.0,938.4,4.6,46.9,787.4,99.5,179.9,Assam & Meghalaya,0
26.1,63.4,6.3,1082.5,20.9,65.5,885.4,110.7,237.7,Vidarbha,0
26.0,68.6,5.0,1151.2,21.6,73.2,970.6,85.8,261.1,Gangetic West Bengal,0
21.5,62.4,2.2,154.1,3.8,57.1,0.0,93.2,17.0,East Rajasthan,0
30.1,90.9,3.0,764.4,17.4,5.9,657.7,83.4,138.1,Coastal Karnataka,0
26.7,66.1,5.4,985.8,26.0,69.9,782.5,107.4,186.3,Coastal Andhra Pradesh,0
26.4,92.0,4.8,1540.3,25.4,70.9,1351.5,92.5,354.3,Assam & Meghalaya,1
38.2,79.8,3.8,725.8,27.6,39.6,576.0,82.6,144.8,Gangetic West Bengal,0
28.0,75.8,4.0,1064.0,24.4,21.5,948.8,69.3,215.7,Bihar,0
24.4,74.4,6.4,1548.5,12.4,104.3,1348.5,83.3,346.3,Konkan & Goa,1
25.5,74.7,4.0,692.5,12.3,74.7,506.1,99.4,112.2,Vidarbha,0
31.0,46.9,4.8,1164.0,2.0,53.1,1018.2,90.7,290.4,East Rajasthan,0
27.4,66.7,8.0,827.2,46.8,25.9,659.3,95.2,195.7,Kerala,0
22.0,80.1,2.2,937.8,20.2,35.3,748.6,133.7,199.2,Vidarbha,0
30.2,69.4,1.3,865.4,16.6,99.1,659.1,90.6,192.0,Bihar,0
24.7,53.1,6.6,804.6,6.1,64.1,680.4,54.0,171.4,Konkan & Goa,0
33.6,69.4,3.6,1939.4,64.0,43.5,1716.6,115.3,444.5,Bihar,1
30.8,90.4,4.4,1257.9,3.9,75.3,1153.3,25.4,317.9,Coastal Karnataka,1
25.4,85.0,3.4,1316.4,13.6,35.6,1230.5,36.7,312.5,Assam & Meghalaya,1
31.5,69.3,4.5,1272.2,26.2,105.0,1047.6,93.4,256.8,East Rajasthan,0
27.2,81.4,8.0,648.4,29.0,100.6,418.1,100.7,70.4,Madhya Maharashtra,0
30.0,65.6,6.6,1129.1,34.4,46.0,1018.5,30.2,253.0,Assam & Meghalaya,0
28.7,49.6,6.7,1374.8,47.1,41.1,1221.9,64.7,321.9,Madhya Maharashtra,1
24.0,58.9,2.2,727.4,27.6,0.0,644.0,55.8,179.9,Konkan & Goa,0
24.7,88.8,2.7,1269.9,4.2,15.6,1189.6,60.5,307.5,Gangetic West Bengal,1
30.6,66.7,0.0,1264.9,16.1,19.8,1111.3,117.7,267.0,Kerala,1
25.8,67.1,3.4,1652.6,24.6,64.1,1455.6,108.3,324.4,Coastal Andhra Pradesh,1
25.6,66.4,6.9,955.1,51.0,50.2,774.7,79.2,183.8,Assam & Meghalaya,0
23.7,92.8,6.0,648.5,0.0,19.6,570.7,58.2,136.6,East Rajasthan,0
28.5,89.5,4.6,907.1,38.0,51.6,791.5,26.0,191.6,Bihar,0
34.2,96.6,5.0,1565.4,22.7,75.2,1330.7,136.8,345.0,East Rajasthan,1
23.3,68.1,3.6,563.6,32.6,75.8,351.5,103.7,127.6,Konkan & Goa,0
27.1,73.5,5.4,352.7,18.5,3.0,279.5,51.7,72.3,Madhya Maharashtra,0
31.9,51.8,6.5,1099.2,7.4,56.2,926.8,108.8,227.4,Bihar,0
26.7,87.7,1.8,894.2,31.3,18.5,767.2,77.2,186.6,Coastal Andhra Pradesh,0
28.6,56.0,5.6,1087.7,29.8,87.1,902.3,68.5,228.1,Coastal Andhra Pradesh,0
23.3,72.6,6.9,1399.1,34.6,83.5,1183.6,97.4,279.3,Assam & Meghalaya,1
28.5,56.8,4.2,837.4,19.8,33.1,734.2,50.3,186.0,Konkan & Goa,0
26.3,62.9,6.4,452.3,11.0,37.0,338.1,66.2,93.5,Gangetic West Bengal,0
30.5,60.0,8.0,1644.4,0.0,46.2,1513.3,84.9,382.5,Konkan & Goa,1
31.2,62.7,4.8,693.1,32.3,0.0,600.8,60.0,159.4,Madhya Maharashtra,1
,63.5,5.8,785.6,26.4,70.1,582.3,106.8,154.2,East Rajasthan,0
29.0,63.4,3.5,1443.2,5.5,51.8,1231.1,154.8,272.3,Coastal Andhra Pradesh,1
28.1,80.0,5.4,935.5,11.9,89.1,784.7,49.8,208.9,East Rajasthan,0
27.7,56.7,5.9,934.4,13.0,27.0,881.0,13.4,206.8,East Rajasthan,0
25.8,72.6,5.4,1086.2,0.0,41.4,1044.8,0.0,239.3,East Rajasthan,0
28.2,84.6,3.0,1321.6,7.7,14.8,1225.1,74.0,284.2,Coastal Andhra Pradesh,0
26.0,63.8,5.4,886.4,3.0,29.9,800.0,53.5,208.7,Vidarbha,1
27.6,61.4,7.9,1482.6,13.8,24.5,1356.0,88.3,334.5,Coastal Karnataka,1
31.6,67.2,5.9,443.4,8.9,89.9,259.3,85.3,31.2,Madhya Maharashtra,0
23.5,84.2,6.9,1182.9,0.0,39.1,1127.9,15.9,291.5,Vidarbha,0
31.0,72.3,4.5,769.5,50.3,63.7,648.1,7.4,133.2,Madhya Maharashtra,0
31.6,63.6,6.5,1490.9,38.8,48.6,1311.7,91.8,330.7,Bihar,1
26.6,75.8,5.6,1058.2,8.3,21.9,942.6,85.4,240.4,Konkan & Goa,0
19.6,56.8,3.1,840.2,24.1,55.0,698.1,63.0,192.2,Konkan & Goa,0
24.9,78.2,5.6,1216.9,26.3,78.0,1098.9,13.7,310.4,Kerala,1
31.5,74.9,3.0,1328.6,37.9,23.8,1168.0,98.9,264.7,Konkan & Goa,0
26.9,66.3,3.7,1315.5,7.7,84.3,1092.6,130.9,272.1,Coastal Andhra Pradesh,0
23.5,59.9,5.4,753.1,36.4,34.5,591.1,91.1,142.2,Gangetic West Bengal,0
25.2,59.4,5.6,858.2,11.8,45.5,754.8,46.1,197.4,Assam & Meghalaya,0
29.9,76.4,2.6,1056.5,0.0,75.9,898.8,81.8,229.0,Kerala,0
28.9,84.7,7.1,984.0,30.9,40.1,887.6,25.4,214.8,Assam & Meghalaya,1
26.2,62.4,6.1,1347.7,39.4,61.1,1124.9,122.3,272.4,Madhya Maharashtra,0
25.7,75.5,3.6,488.2,58.8,50.6,295.5,83.3,51.5,Assam & Meghalaya,0
25.6,45.0,1.9,1075.5,2.0,63.9,1000.3,9.3,269.8,Assam & Meghalaya,0
23.8,63.0,4.7,911.5,30.5,0.0,813.0,68.0,212.4,Kerala,0
32.7,69.6,4.1,765.9,13.9,5.1,648.4,98.5,180.5,Bihar,0
,59.1,5.2,854.3,31.8,78.5,677.3,66.7,163.1,East Rajasthan,0
31.3,58.8,4.3,995.7,0.0,91.1,835.6,69.0,195.8,Konkan & Goa,1
32.3,62.0,1.0,64.8,1.1,32.7,0.0,31.0,0.0,Konkan & Goa,0
30.5,73.5,4.2,853.4,8.4,52.7,689.6,102.7,179.6,Coastal Andhra Pradesh,0
25.5,67.8,4.4,781.4,21.2,68.8,637.3,54.1,138.5,Kerala,0
28.4,43.1,6.3,1151.0,10.4,80.8,1059.8,0.0,301.9,Coastal Andhra Pradesh,0
26.9,44.6,3.6,753.3,29.9,0.0,658.3,65.1,138.4,Gangetic West Bengal,0
23.8,62.7,8.0,1023.5,35.4,33.4,835.5,119.2,214.3,Gangetic West Bengal,1
28.1,75.5,1.2,1506.2,29.0,50.0,1362.7,64.5,372.0,Coastal Andhra Pradesh,1
22.9,37.0,7.6,1473.2,44.3,81.1,1198.3,149.5,311.6,Kerala,1
31.2,64.0,4.6,1429.1,26.2,135.0,1170.7,97.2,296.2,Coastal Andhra Pradesh,1
25.4,63.7,6.7,898.5,1.7,53.2,750.0,93.6,168.1,Konkan & Goa,0
27.7,86.7,5.2,1196.1,40.5,17.8,1062.9,74.9,238.1,Vidarbha,0
28.0,65.4,7.3,990.1,10.9,72.1,829.8,77.3,222.9,Coastal Karnataka,1
26.1,74.6,4.2,1044.0,33.7,99.6,841.2,69.5,240.4,Assam & Meghalaya,0
,71.7,2.8,1197.6,43.6,63.2,1022.9,67.9,246.9,Coastal Karnataka,0
25.3,44.4,7.8,881.8,26.9,32.8,720.9,101.2,157.4,Kerala,0
30.0,79.2,4.8,1479.2,0.0,88.7,1347.9,42.6,287.8,Coastal Karnataka,1
22.3,72.6,5.4,975.1,6.2,79.9,852.0,37.0,193.4,Gangetic West Bengal,0
27.4,76.1,7.5,1189.6,39.8,29.2,1085.5,35.1,269.1,Madhya Maharashtra,0
33.8,100.0,2.9,1587.4,17.5,71.4,1336.7,161.8,366.2,Assam & Meghalaya,1
23.5,45.0,6.2,1421.8,21.2,89.9,1209.5,101.2,315.8,East Rajasthan,1
24.6,90.7,3.8,696.4,31.4,95.5,477.3,92.2,125.4,Kerala,0
28.8,66.6,4.7,1159.6,30.4,58.0,1033.5,37.7,250.4,Assam & Meghalaya,0
27.6,73.4,,1333.6,24.2,49.3,1155.2,104.9,277.1,Coastal Karnataka,0
28.2,69.5,2.0,1356.6,16.9,96.8,1167.6,75.3,320.0,Gangetic West Bengal,1
28.7,64.9,3.4,693.6,15.3,23.7,566.0,88.6,145.5,Bihar,0
29.2,63.2,7.7,849.9,32.9,73.2,702.9,40.9,133.7,Vidarbha,1
30.9,74.0,6.8,1332.0,28.3,18.9,1198.4,86.4,286.1,East Rajasthan,0
28.4,51.8,4.9,842.6,16.1,92.0,671.5,63.0,150.7,Vidarbha,1
26.2,79.0,5.5,948.0,36.2,52.3,810.1,49.4,191.6,Assam & Meghalaya,0
29.4,65.0,4.4,1598.4,18.1,98.1,1372.8,109.4,354.5,Gangetic West Bengal,1
33.6,56.4,7.7,986.1,7.2,74.7,885.7,18.5,219.3,Gangetic West Bengal,0
26.5,64.6,4.6,816.5,8.6,23.3,682.0,102.6,169.0,Coastal Karnataka,0
23.6,85.1,5.5,852.1,5.3,102.7,636.7,107.4,185.4,Konkan & Goa,0
30.9,63.6,,1167.0,15.9,106.5,999.8,44.8,236.0,Coastal Karnataka,0
,74.3,3.4,672.3,38.5,86.5,500.1,47.2,162.3,Konkan & Goa,0
19.4,61.2,8.0,942.0,7.9,37.2,825.8,71.1,193.0,Konkan & Goa,0
30.0,79.1,1.9,1164.9,22.8,50.8,1000.0,91.3,251.8,East Rajasthan,0
25.1,78.2,8.0,1438.1,10.1,64.4,1289.7,73.9,316.8,Coastal Karnataka,0
26.7,92.2,4.3,1252.6,16.1,38.9,1100.3,97.3,277.5,Bihar,0
28.2,67.9,4.5,947.1,0.0,110.8,685.8,150.5,180.3,Coastal Andhra Pradesh,0
27.7,78.0,1.2,1394.2,16.7,64.3,1253.5,59.7,322.1,Coastal Andhra Pradesh,1
29.5,71.2,4.1,838.6,17.1,0.0,810.1,11.4,187.5,Coastal Karnataka,0
25.5,85.6,2.9,740.6,28.1,70.2,529.3,113.0,109.9,Coastal Karnataka,0
28.8,61.4,3.8,1068.6,23.3,49.6,848.4,147.3,262.2,Vidarbha,1
26.1,78.9,4.7,1487.0,2.0,57.8,1331.5,95.7,323.2,East Rajasthan,1
29.6,67.7,6.9,1071.3,36.3,48.9,949.6,36.5,251.4,Coastal Karnataka,0
29.2,69.2,,1086.2,23.2,84.2,903.8,75.0,193.8,Vidarbha,0
23.7,71.1,5.6,1543.1,23.0,93.6,1391.2,35.3,342.2,Konkan & Goa,1
30.8,73.0,2.8,664.7,19.9,68.5,470.6,105.7,115.1,Gangetic West Bengal,0
25.1,68.6,3.2,602.2,12.2,49.8,514.3,25.9,138.0,Gangetic West Bengal,0
29.8,72.6,8.0,565.3,23.3,58.8,415.2,68.0,49.4,Konkan & Goa,0
28.3,88.9,3.5,1139.3,27.1,60.6,1011.8,39.8,256.3,Kerala,1
33.4,81.8,8.0,1070.9,0.0,35.9,949.9,85.1,214.5,Vidarbha,0
26.2,80.4,4.5,1517.4,11.9,77.4,1362.8,65.3,347.2,Vidarbha,1
25.8,64.5,5.0,1150.1,16.2,73.8,973.0,87.1,222.5,Konkan & Goa,0
26.9,59.3,7.1,989.7,23.8,106.2,778.8,80.9,177.6,Bihar,1
25.9,81.5,7.5,1076.6,37.9,97.7,900.5,40.5,219.7,Madhya Maharashtra,0
29.8,80.5,4.8,1088.2,8.4,39.4,935.3,105.1,212.8,Assam & Meghalaya,0
21.3,87.7,4.2,573.6,12.5,84.6,398.5,78.0,90.1,Konkan & Goa,0
23.3,62.8,4.9,1797.4,12.3,31.5,1713.1,40.5,404.4,Coastal Karnataka,1
23.3,67.2,5.7,1314.5,8.0,80.9,1056.0,169.6,227.3,Coastal Karnataka,0
30.3,50.3,6.8,1121.4,14.8,44.5,963.0,99.1,261.1,East Rajasthan,0
33.0,65.3,5.0,1219.3,31.6,29.3,5098.28245573319,73.9,245.2,Konkan & Goa,1
26.6,82.0,6.2,1322.0,4.2,68.4,1112.8,136.6,274.6,East Rajasthan,1
26.4,64.4,8.0,1037.9,26.4,0.0,857.8,153.7,229.5,Konkan & Goa,0
27.2,77.7,5.8,792.3,0.0,7.5,710.6,74.2,165.4,Vidarbha,0
31.1,67.7,5.6,1240.0,11.6,54.7,1079.8,93.9,253.4,Assam & Meghalaya,1
23.8,73.9,2.0,1133.8,15.1,62.5,1015.7,40.5,258.4,Vidarbha,0
27.8,56.2,0.0,825.1,45.1,48.9,657.0,74.1,186.6,Madhya Maharashtra,0
30.4,71.0,5.8,1426.2,15.9,12.6,1325.7,72.0,308.0,Gangetic West Bengal,0
28.8,34.1,4.8,1110.9,0.0,35.5,988.0,87.4,244.0,Coastal Andhra Pradesh,0
27.7,67.8,4.0,1283.9,0.0,71.7,1118.9,93.3,245.1,Konkan & Goa,1
30.5,50.4,5.5,1518.0,20.5,77.5,1317.6,102.4,321.5,Madhya Maharashtra,0
17.5,84.5,4.9,1084.8,29.2,59.5,906.6,89.5,227.3,Gangetic West Bengal,0
29.4,79.3,7.3,1147.0,25.6,94.7,4587.949542561871,31.6,231.7,Kerala,1
24.7,75.6,5.2,1279.9,22.5,71.9,1143.0,42.5,276.6,Assam & Meghalaya,1
20.6,88.3,3.5,815.6,37.4,37.6,682.5,58.1,142.5,East Rajasthan,0
28.8,58.6,7.0,1048.4,11.9,51.6,916.2,68.7,230.6,East Rajasthan,1
31.8,91.0,4.6,1111.0,33.4,17.9,937.7,122.0,255.5,Vidarbha,0
26.5,81.2,6.1,703.5,0.0,56.8,613.2,33.5,131.4,Coastal Karnataka,0
30.3,67.2,4.0,1760.8,6.4,93.4,1595.3,65.7,386.4,Gangetic West Bengal,1
32.6,83.6,3.7,676.5,0.0,80.6,477.8,118.1,129.5,Kerala,0
31.6,56.7,5.2,696.6,15.9,102.1,510.6,68.0,151.9,Madhya Maharashtra,0
32.7,60.1,5.0,1462.9,19.3,50.9,1294.3,98.4,293.7,Assam & Meghalaya,0
29.6,62.7,6.0,1310.5,21.7,100.4,1114.0,74.4,275.1,Gangetic West Bengal,1
27.3,63.7,4.5,757.6,20.9,54.2,592.2,90.3,153.7,Kerala,0
21.4,57.3,1.3,1263.3,6.1,104.1,1082.2,70.9,268.5,Coastal Andhra Pradesh,1
26.1,84.7,4.1,1523.5,17.1,59.3,1340.4,106.7,285.6,Konkan & Goa,1
24.0,66.9,6.6,990.3,0.0,81.2,890.9,18.2,232.7,East Rajasthan,0
34.6,74.2,4.4,1889.8,40.4,104.3,1679.6,65.5,450.3,Madhya Maharashtra,0
26.4,63.2,4.5,544.3,15.4,54.2,382.8,91.9,98.0,East Rajasthan,0
27.4,48.2,7.0,1288.7,12.7,66.6,1108.1,101.3,256.4,Madhya Maharashtra,1
28.9,73.2,3.6,1532.2,43.8,98.7,1250.0,139.7,302.2,Vidarbha,1
27.2,47.1,1.9,1289.2,1.4,56.0,1167.4,64.4,327.2,Coastal Karnataka,1
32.9,69.2,4.7,1001.4,3.1,20.4,838.7,139.2,227.9,Madhya Maharashtra,0
24.8,53.6,4.0,994.4,3.6,124.3,812.9,53.6,216.0,East Rajasthan,0
27.7,93.8,3.1,1231.2,19.0,45.9,1033.2,133.1,265.4,Vidarbha,0
24.4,80.9,4.6,1348.7,26.5,64.8,1144.7,112.7,273.0,Madhya Maharashtra,1
22.4,71.3,6.0,1250.0,31.1,94.7,1080.7,43.5,266.2,Coastal Andhra Pradesh,0
24.9,85.2,5.0,1404.6,58.6,41.7,1212.0,92.3,301.4,Coastal Karnataka,1
26.9,59.8,5.6,702.1,0.0,29.8,594.3,78.0,159.6,Madhya Maharashtra,0
25.5,,8.0,1033.4,29.1,67.6,831.7,105.0,238.1,Vidarbha,0
24.6,72.4,4.3,706.9,11.6,6.2,618.0,71.1,176.9,Gangetic West Bengal,0
22.1,73.2,,914.5,11.2,51.4,784.2,67.7,167.7,Bihar,0
26.7,85.3,4.0,1417.5,10.7,67.4,1204.6,134.8,305.6,Kerala,1
21.7,78.8,3.3,1066.8,6.4,51.9,932.4,76.1,247.8,Bihar,1
29.7,73.5,3.8,1854.2,45.3,13.7,1682.1,113.1,432.9,Bihar,1
27.3,50.1,4.0,1169.4,32.6,107.8,958.0,71.0,226.9,Assam & Meghalaya,0
21.9,58.5,5.7,1148.0,20.3,63.1,917.9,146.7,287.8,Coastal Andhra Pradesh,0
25.9,68.5,8.0,1128.0,40.3,102.9,931.9,52.9,207.4,Gangetic West Bengal,0
24.4,71.1,3.6,816.3,0.0,52.2,708.7,55.4,155.5,Konkan & Goa,0
28.1,56.4,4.2,1057.2,0.0,33.6,882.6,141.0,225.3,Madhya Maharashtra,0
31.7,98.9,4.9,1368.6,0.0,68.1,1238.3,62.2,351.9,Kerala,1
20.4,88.2,5.8,1141.2,9.5,53.5,934.2,144.0,216.8,Coastal Karnataka,0
27.4,77.2,5.5,824.8,22.4,24.7,662.0,115.7,160.2,Gangetic West Bengal,0
26.4,70.9,7.6,821.9,21.5,104.1,622.5,73.8,177.2,East Rajasthan,0
29.3,67.5,0.1,835.9,22.2,41.3,764.9,7.5,190.9,Konkan & Goa,1
27.7,58.6,0.2,1006.2,0.0,4.8,922.2,79.2,223.9,Assam & Meghalaya,0
24.4,70.9,4.0,1474.0,32.0,99.8,1258.1,84.1,325.8,Assam & Meghalaya,1
25.9,73.1,7.2,693.1,23.6,44.9,497.9,126.7,129.9,Gangetic West Bengal,0
24.2,55.1,1.9,1020.4,31.0,41.8,804.1,143.5,221.6,Vidarbha,0
30.8,74.0,0.0,1002.9,0.0,7.0,943.3,52.6,261.7,Bihar,1
27.1,68.1,6.1,598.8,24.7,112.2,349.9,112.0,93.6,East Rajasthan,0
33.7,47.1,5.5,784.0,2.2,21.3,649.9,110.6,168.3,Assam & Meghalaya,0
26.8,59.7,,894.7,14.0,61.8,696.0,122.9,178.3,Kerala,0
24.5,65.0,3.0,876.5,28.0,87.4,661.2,99.9,175.1,Assam & Meghalaya,1
21.7,92.7,3.1,1054.0,21.4,72.7,957.6,2.3,240.5,Coastal Karnataka,1
20.7,76.7,5.2,991.0,7.2,58.2,851.8,73.8,212.9,Madhya Maharashtra,1
21.5,54.0,3.7,796.3,20.1,9.0,733.4,33.8,207.3,Assam & Meghalaya,0
27.9,75.8,6.0,1136.0,0.0,35.7,1028.4,71.9,287.4,Coastal Karnataka,1
28.8,51.4,0.0,1639.0,37.3,65.6,1416.9,119.2,324.1,Gangetic West Bengal,1
21.5,83.0,3.3,1537.3,16.9,36.4,1391.8,92.2,348.2,Gangetic West Bengal,1
30.1,64.3,2.7,552.0,36.8,66.1,323.2,125.9,67.0,Konkan & Goa,0
25.3,68.9,4.5,1259.4,12.1,80.5,1073.1,93.7,262.1,Assam & Meghalaya,0
27.5,85.9,3.9,975.7,12.1,88.9,3156.8474769528475,28.1,219.7,Kerala,1
32.6,54.6,6.6,978.2,8.5,23.2,946.5,0.0,250.0,Assam & Meghalaya,0
30.1,53.2,1.3,1025.5,33.1,125.9,2416.663381899367,86.0,192.9,Kerala,1
26.1,63.0,5.1,1099.1,9.4,83.0,935.3,71.4,195.6,Coastal Andhra Pradesh,0
23.9,82.5,6.1,1075.9,29.7,59.9,945.4,40.9,217.0,Konkan & Goa,1
19.5,51.8,8.0,845.3,14.3,92.7,726.3,12.0,199.5,Coastal Andhra Pradesh,0
24.5,36.0,4.0,812.7,0.0,131.0,631.1,50.6,103.0,Assam & Meghalaya,0
26.3,64.6,5.6,865.8,11.4,16.8,765.4,72.2,215.1,Konkan & Goa,1
23.5,76.6,1.4,1132.4,2.3,53.2,970.3,106.6,253.0,Coastal Andhra Pradesh,1
26.5,84.4,0.2,1187.7,20.5,0.0,1079.7,87.5,296.2,Bihar,0
27.3,64.4,6.7,1368.2,2.1,65.8,1156.0,144.3,285.0,Assam & Meghalaya,0
26.2,65.1,5.0,895.2,33.9,71.0,751.7,38.6,146.7,Coastal Andhra Pradesh,1
24.7,83.8,7.4,1177.8,18.6,58.8,985.2,115.2,254.9,Bihar,0
27.6,47.6,2.3,1328.4,17.3,40.4,1188.8,81.9,322.7,Bihar,0
28.5,65.3,6.0,1387.3,29.8,0.0,1249.7,107.8,330.9,Gangetic West Bengal,0
23.2,72.3,8.0,1050.6,34.5,71.2,3605.3921324523853,62.5,207.3,Assam & Meghalaya,1
31.9,75.4,5.8,1080.0,19.7,103.7,833.7,122.9,210.2,Bihar,1
26.7,63.9,5.6,1099.8,8.4,42.3,957.3,91.8,228.7,Gangetic West Bengal,0
27.1,70.4,5.0,681.1,0.0,73.2,555.1,52.8,122.4,Coastal Andhra Pradesh,0
29.5,40.1,1.9,944.1,9.7,13.0,841.9,79.5,229.6,Coastal Karnataka,0
27.8,62.1,7.7,1278.2,10.7,73.7,1123.4,70.4,256.9,Assam & Meghalaya,1
30.3,75.4,3.8,1262.0,21.6,48.2,1092.6,99.6,255.3,Konkan & Goa,1
28.0,58.2,6.0,903.6,14.8,37.1,818.9,32.8,182.6,Kerala,0
24.9,70.7,1.9,1111.6,30.3,37.2,965.3,78.8,211.5,Kerala,0
28.3,75.4,2.6,807.4,10.8,48.2,652.6,95.8,166.1,Coastal Andhra Pradesh,0
23.0,65.9,7.9,1282.9,19.1,71.5,1111.0,81.3,301.0,Vidarbha,1
27.4,72.0,4.3,1069.0,37.8,20.6,876.7,133.9,215.5,Vidarbha,0
26.9,58.4,7.9,1001.4,25.1,48.1,817.2,111.0,174.2,Coastal Andhra Pradesh,0
26.3,67.5,4.8,949.1,19.1,58.8,791.5,79.7,214.7,Bihar,1
26.6,77.3,1.3,1007.8,11.0,27.0,881.1,88.7,254.0,Assam & Meghalaya,0
20.4,71.9,6.8,981.8,10.5,113.9,765.6,91.8,178.5,Kerala,0
25.1,63.0,3.8,1235.1,7.2,34.4,1097.4,96.1,264.8,Kerala,0
27.3,72.7,6.4,840.2,11.9,39.9,781.4,7.0,205.7,Bihar,0
27.6,78.6,5.1,1507.8,31.3,30.7,1377.9,67.9,376.9,Kerala,1
23.4,45.4,1.9,1490.9,16.7,114.0,1339.6,20.6,324.5,Konkan & Goa,1
31.4,83.9,5.3,840.2,0.0,76.6,632.5,131.1,131.5,Assam & Meghalaya,0
24.0,66.0,8.0,1076.9,46.5,31.9,920.9,77.6,242.9,Madhya Maharashtra,0
30.4,75.1,6.0,895.1,24.8,93.2,704.8,72.3,192.2,Kerala,0
28.5,84.4,4.9,983.9,0.0,66.0,802.0,115.9,200.6,Coastal Andhra Pradesh,0
24.7,53.5,7.2,1678.7,13.4,67.7,1500.7,96.9,364.0,Konkan & Goa,1
33.2,61.5,5.4,914.0,21.7,49.7,807.7,34.9,221.8,Kerala,0
22.8,66.5,5.4,1168.4,45.6,37.5,1008.1,77.2,262.6,Konkan & Goa,0
30.2,60.6,2.8,1202.5,3.4,70.1,1062.4,66.6,250.2,Gangetic West Bengal,0
30.5,90.8,5.5,688.2,34.6,43.6,599.8,10.2,150.9,Madhya Maharashtra,0
24.7,59.7,7.1,851.4,41.0,114.5,643.5,52.4,133.8,East Rajasthan,0
31.9,63.3,3.3,643.4,10.6,21.9,538.2,72.7,148.3,Coastal Andhra Pradesh,0
26.1,72.5,7.8,831.5,15.8,106.1,634.2,75.4,153.3,Coastal Andhra Pradesh,1
28.0,55.6,4.8,126.9,4.5,56.7,45.0,20.7,2.5,Assam & Meghalaya,0
27.9,65.3,3.2,1275.4,16.9,69.0,1063.4,126.1,265.2,Konkan & Goa,0
26.5,73.8,7.0,1696.7,19.5,85.0,1516.3,75.9,379.9,Bihar,1
29.8,66.0,4.4,1096.8,29.9,41.1,944.3,81.5,254.0,Coastal Andhra Pradesh,0
29.8,68.9,6.5,693.4,36.4,85.9,475.1,96.0,130.6,Konkan & Goa,0
20.9,63.6,4.4,764.5,8.8,0.0,707.2,48.5,173.7,Konkan & Goa,0
31.6,51.8,4.9,899.0,0.0,38.4,762.3,98.3,205.8,Coastal Karnataka,0
21.2,73.9,6.0,712.0,19.7,32.3,594.7,65.3,156.7,Coastal Karnataka,1
30.6,91.1,5.6,1249.0,24.4,22.4,1158.1,44.1,281.0,East Rajasthan,1
30.9,70.2,1.0,1323.3,23.7,53.6,1143.1,102.9,283.3,Gangetic West Bengal,1
23.2,72.7,2.8,779.8,15.1,71.6,553.4,139.7,135.4,East Rajasthan,0
25.6,,6.9,1329.5,21.9,81.1,1117.5,109.0,289.5,Kerala,0
23.1,54.8,4.7,1584.8,42.7,67.2,1358.0,116.9,332.2,Bihar,0
26.2,90.4,4.0,1595.7,25.7,40.0,1470.8,59.2,359.9,Kerala,1
25.9,72.4,2.3,1861.2,14.4,71.1,1759.6,16.1,479.3,Vidarbha,1
29.7,89.6,2.8,845.2,12.5,63.7,629.4,139.6,176.1,Kerala,0
31.6,61.2,1.0,2015.1,17.5,88.1,7683.22157279631,162.2,421.6,Assam & Meghalaya,1
31.9,91.8,4.8,1063.3,44.6,83.3,793.7,141.7,209.8,Kerala,1
25.0,79.3,3.8,867.1,17.3,60.9,722.3,66.6,182.9,East Rajasthan,0
26.3,76.6,3.1,1084.7,19.7,33.1,998.1,33.8,257.4,Coastal Andhra Pradesh,0
21.1,72.8,4.9,816.0,12.8,40.4,725.4,37.4,184.1,Coastal Andhra Pradesh,0
24.2,67.0,5.7,1112.4,36.5,43.5,1019.7,12.7,278.7,Coastal Karnataka,0
30.4,84.4,8.0,679.6,49.4,50.5,504.0,75.7,132.9,Bihar,0
32.7,71.7,2.0,1067.4,26.8,68.0,828.4,144.2,205.9,Bihar,0
22.7,46.4,7.3,1462.7,21.2,81.5,1285.7,74.3,342.3,Assam & Meghalaya,1
24.9,56.6,6.9,1054.1,20.6,58.5,882.9,92.1,225.4,East Rajasthan,0
26.9,67.8,3.4,1138.0,0.0,60.5,942.5,135.0,238.1,Coastal Karnataka,1
28.0,73.7,5.4,1201.9,31.2,64.3,1042.6,63.8,266.9,Vidarbha,0
24.2,69.3,4.1,1479.1,22.0,44.5,1251.2,161.4,310.9,Bihar,1
28.5,84.6,5.4,621.7,26.4,32.2,403.4,159.7,101.0,Coastal Andhra Pradesh,0
25.3,46.6,8.0,1166.8,9.3,7.3,1075.4,74.8,257.1,Kerala,0
26.9,71.7,6.2,929.8,14.2,39.1,819.6,56.9,189.9,Kerala,0
28.9,48.2,6.0,1145.9,13.8,74.2,950.0,107.9,217.5,Coastal Karnataka,0
